Name2_BinarySchema_ISA95EquipmentDataType_DictionaryFragment,91,Variable
Name2_BinarySchema_ISA95JobOrderDataType,92,Variable
Name2_BinarySchema_ISA95JobOrderDataType_DataTypeVersion,93,Variable
Name2_BinarySchema_ISA95JobOrderDataType_DictionaryFragment,94,Variable
Name2_BinarySchema_ISA95JobResponseDataType,95,Variable
Name2_BinarySchema_ISA95JobResponseDataType_DataTypeVersion,96,Variable
Name2_BinarySchema_ISA95JobResponseDataType_DictionaryFragment,97,Variable
Name2_BinarySchema_ISA95MaterialDataType,98,Variable
Name2_BinarySchema_ISA95MaterialDataType_DataTypeVersion,99,Variable
Name2_BinarySchema_ISA95MaterialDataType_DictionaryFragment,100,Variable
Name2_BinarySchema_ISA95ParameterDataType,101,Variable
Name2_BinarySchema_ISA95ParameterDataType_DataTypeVersion,102,Variable
Name2_BinarySchema_ISA95ParameterDataType_DictionaryFragment,103,Variable
Name2_BinarySchema_ISA95PersonnelDataType,104,Variable
Name2_BinarySchema_ISA95PersonnelDataType_DataTypeVersion,105,Variable
Name2_BinarySchema_ISA95PersonnelDataType_DictionaryFragment,106,Variable
Name2_BinarySchema_ISA95PhysicalAssetDataType,107,Variable
Name2_BinarySchema_ISA95PhysicalAssetDataType_DataTypeVersion,108,Variable
Name2_BinarySchema_ISA95PhysicalAssetDataType_DictionaryFragment,109,Variable
Name2_BinarySchema_ISA95PropertyDataType,110,Variable
Name2_BinarySchema_ISA95PropertyDataType_DataTypeVersion,111,Variable
Name2_BinarySchema_ISA95PropertyDataType_DictionaryFragment,112,Variable
Name2_BinarySchema_ISA95WorkMasterDataType,113,Variable
Name2_BinarySchema_ISA95WorkMasterDataType_DataTypeVersion,114,Variable
Name2_BinarySchema_ISA95WorkMasterDataType_DictionaryFragment,115,Variable
